Кредит (актив),Вклад (пассив),Дата погашения,"Срок погашения, дней","Ставка, %",[ОТВЕТ] Номер группы,Пример группировки (для первых 20 сделок)
10300000.0,0.0,2018-06-12,82,2.0714,20.0,
0.0,10400000.0,2018-06-15,85,2.1245,22.0,
0.0,31000000.0,2018-06-18,88,2.1775,24.0,
21900000.0,0.0,2018-06-19,89,2.1775,24.0,
20700000.0,0.0,2018-04-23,32,1.7445,10.0,
0.0,20700000.0,2018-04-30,39,1.7603,10.0,
0.0,10300000.0,2018-04-30,39,1.7603,10.0,
10300000.0,0.0,2018-04-30,39,1.7723,12.0,
51600000.0,0.0,2018-05-03,42,1.787,12.0,
0.0,11000000.0,2018-05-03,42,1.787,12.0,
0.0,20600000.0,2018-05-03,42,1.787,12.0,
20600000.0,0.0,2018-05-08,47,1.789,12.0,
0.0,10300000.0,2018-05-10,49,1.8105,12.0,
12800000.0,0.0,2018-05-18,57,1.8849,12.0,
0.0,21000000.0,2018-05-21,60,1.8849,12.0,
0.0,20700000.0,2018-05-21,60,1.8921,12.0,
0.0,20600000.0,2018-05-25,64,1.9436,15.0,
12300000.0,0.0,2018-05-29,68,1.9563,15.0,
21900000.0,0.0,2018-05-18,57,1.8849,12.0,
0.0,31000000.0,2018-06-04,74,2.0172,17.0,
22000000.0,0.0,2018-06-05,75,2.0246,17.0,
10300000.0,0.0,2018-06-11,81,2.0714,20.0,
0.0,25600000.0,2018-06-18,88,2.1775,24.0,
0.0,20500000.0,2018-04-23,32,1.7447,10.0,
0.0,34500000.0,2018-04-23,32,1.7447,10.0,
72000000.0,0.0,2018-04-23,32,1.7447,10.0,
5400000.0,0.0,2018-04-23,32,1.7445,10.0,
24600000.0,0.0,2018-04-27,36,1.7603,10.0,
20500000.0,0.0,2018-04-27,36,1.7603,10.0,
41200000.0,0.0,2018-05-18,57,1.8849,12.0,
10900000.0,0.0,2018-06-11,81,2.0573,20.0,
0.0,15000000.0,2018-06-11,81,2.0714,20.0,
60700000.0,0.0,2018-06-15,85,2.1245,22.0,
0.0,51500000.0,2018-06-18,88,2.1775,24.0,
30900000.0,0.0,2018-06-19,89,2.1775,24.0,
115000000.0,0.0,2018-05-01,40,1.7734,12.0,
0.0,31000000.0,2018-04-23,32,1.7445,10.0,
31000000.0,0.0,2018-04-27,36,1.7603,10.0,
10300000.0,0.0,2018-04-30,39,1.7669,10.0,
20600000.0,0.0,2018-04-30,39,1.7723,12.0,
0.0,16500000.0,2018-05-03,42,1.787,12.0,
20700000.0,0.0,2018-05-03,42,1.787,12.0,
10900000.0,0.0,2018-05-08,47,1.7935,12.0,
0.0,20700000.0,2018-05-10,49,1.8105,12.0,
0.0,12400000.0,2018-05-14,53,1.82,11.0,
100000000.0,0.0,2018-05-30,69,1.9842,15.0,
175000000.0,0.0,2018-04-24,33,1.7413,10.0,
25000000.0,0.0,2018-04-24,33,1.7413,10.0,
20400000.0,0.0,2018-06-04,74,2.0246,17.0,
102400000.0,0.0,2018-06-15,85,2.1245,22.0,
0.0,102300000.0,2018-06-18,88,2.1775,24.0,
106000000.0,0.0,2018-06-21,91,2.2225,25.0,
0.0,10200000.0,2018-04-23,32,1.7447,10.0,
0.0,30700000.0,2018-04-27,36,1.7603,10.0,
10200000.0,0.0,2018-04-27,36,1.7603,10.0,
50000000.0,0.0,2018-04-30,39,1.7603,10.0,
102300000.0,0.0,2018-04-30,39,1.7603,10.0,
12700000.0,0.0,2018-05-21,60,1.8849,12.0,
0.0,10200000.0,2018-05-25,64,1.9436,15.0,
0.0,10300000.0,2018-05-29,68,1.9563,15.0,
0.0,20500000.0,2018-05-31,70,1.9842,15.0,
0.0,50000000.0,2018-06-07,77,2.0349,17.0,
0.0,102200000.0,2018-06-08,78,2.0473,19.0,
52800000.0,0.0,2018-06-08,78,2.0473,19.0,
0.0,115000000.0,2018-06-11,81,1.7225,10.0,
0.0,30800000.0,2018-06-21,91,2.2225,25.0,
0.0,47000000.0,2018-05-31,70,1.9842,15.0,
0.0,20500000.0,2018-04-23,32,1.7445,10.0,
0.0,100000000.0,2018-04-27,36,1.7603,10.0,
0.0,53600000.0,2018-04-30,39,1.7669,10.0,
30900000.0,0.0,2018-05-08,47,1.789,12.0,
0.0,79000000.0,2018-04-30,39,1.7723,12.0,
54300000.0,0.0,2018-06-07,77,2.0349,17.0,
54400000.0,0.0,2018-06-08,78,2.0473,19.0,
54200000.0,0.0,2018-06-14,84,2.1069,22.0,
54100000.0,0.0,2018-06-18,88,2.145,24.0,
0.0,124000000.0,2018-05-31,70,1.9842,15.0,
21400000.0,0.0,2018-04-23,32,1.7447,10.0,
0.0,5000000.0,2018-04-23,32,1.7447,10.0,
0.0,53500000.0,2018-04-27,36,1.7603,10.0,
78000000.0,0.0,2018-05-30,69,1.9842,15.0,
106900000.0,0.0,2018-05-01,40,1.7734,12.0,
35000000.0,0.0,2018-04-23,32,1.7447,10.0,
0.0,10200000.0,2018-05-01,40,1.7734,12.0,
0.0,8600000.0,2018-05-04,43,1.787,12.0,
65000000.0,0.0,2018-05-08,47,1.789,12.0,
10200000.0,0.0,2018-05-09,48,1.7999,12.0,
0.0,10200000.0,2018-05-09,48,1.7999,12.0,
0.0,25600000.0,2018-05-10,49,1.8105,12.0,
33000000.0,0.0,2018-05-11,50,1.8105,12.0,
0.0,52700000.0,2018-05-14,53,1.8105,11.0,
0.0,25500000.0,2018-05-16,55,1.85,11.0,
10000000.0,0.0,2018-05-18,57,1.8849,12.0,
52900000.0,0.0,2018-05-21,60,1.8849,12.0,
0.0,52700000.0,2018-05-23,62,1.9198,12.0,
0.0,77000000.0,2018-05-30,69,1.9842,15.0,
0.0,15800000.0,2018-06-01,71,2.0063,17.0,
15800000.0,0.0,2018-06-04,74,2.0246,17.0,
10000000.0,0.0,2018-04-24,33,1.7413,10.0,
2100000.0,0.0,2018-04-24,33,1.7413,10.0,
9000000.0,0.0,2018-04-26,35,1.7525,10.0,
0.0,104900000.0,2018-04-27,36,1.7603,10.0,
10400000.0,0.0,2018-04-25,34,1.7452,10.0,
109500000.0,0.0,2018-04-26,35,1.7525,10.0,
10400000.0,0.0,2018-04-26,35,1.7525,10.0,
0.0,10400000.0,2018-04-26,35,1.7525,10.0,
0.0,10400000.0,2018-04-26,35,1.7525,10.0,
208400000.0,0.0,2018-04-27,36,1.7603,10.0,
16700000.0,0.0,2018-04-27,36,1.7603,10.0,
10400000.0,0.0,2018-04-27,36,1.7603,10.0,
31300000.0,0.0,2018-04-27,36,1.7603,10.0,
0.0,31300000.0,2018-04-30,39,1.7603,10.0,
0.0,5000000.0,2018-05-02,41,1.7778,12.0,
0.0,10400000.0,2018-05-02,41,1.7778,12.0,
0.0,1000.0,2018-05-04,43,1.787,12.0,
0.0,10400000.0,2018-05-04,43,1.787,12.0,
0.0,41700000.0,2018-05-04,43,1.787,12.0,
31000000.0,0.0,2018-05-08,47,1.7907,12.0,
10400000.0,0.0,2018-05-08,47,1.7907,12.0,
21000000.0,0.0,2018-05-09,48,1.7999,12.0,
10000000.0,0.0,2018-05-09,48,1.7999,12.0,
0.0,41800000.0,2018-05-14,53,1.8105,11.0,
0.0,18800000.0,2018-05-14,53,1.8105,11.0,
10500000.0,0.0,2018-05-15,54,1.8388,11.0,
0.0,10600000.0,2018-05-15,54,1.8388,11.0,
0.0,5000000.0,2018-05-16,55,1.85,11.0,
15000000.0,0.0,2018-05-16,55,1.85,11.0,
25000000.0,0.0,2018-04-25,34,1.7452,10.0,
0.0,125450000.0,2018-05-15,54,3.6,48.0,
0.0,427.07,2018-04-27,36,3.0,38.0,
0.0,68303.99,2018-04-27,36,3.0,39.0,
0.0,20600000.0,2018-05-21,60,1.8849,12.0,
18500000.0,0.0,2018-05-21,60,1.8849,12.0,
0.0,14400000.0,2018-05-29,68,1.9436,15.0,
14300000.0,0.0,2018-05-29,68,1.9436,15.0,
0.0,18500000.0,2018-05-29,68,1.9563,15.0,
10300000.0,0.0,2018-05-29,68,1.9842,15.0,
0.0,10300000.0,2018-05-29,68,1.9842,15.0,
12300000.0,0.0,2018-06-04,74,2.0172,17.0,
10300000.0,0.0,2018-06-04,74,2.0172,17.0,
0.0,16500000.0,2018-06-04,74,2.0172,17.0,
0.0,5400000.0,2018-06-04,74,2.0246,17.0,
20600000.0,0.0,2018-06-11,81,2.0714,20.0,
0.0,17800000.0,2018-06-18,88,2.145,24.0,
12300000.0,0.0,2018-04-23,32,1.7447,10.0,
16400000.0,0.0,2018-04-30,39,1.7669,10.0,
16400000.0,0.0,2018-05-02,41,1.7778,12.0,
14400000.0,0.0,2018-05-02,41,1.7778,12.0,
10300000.0,0.0,2018-05-03,42,1.787,12.0,
0.0,20500000.0,2018-05-09,48,1.7999,12.0,
20600000.0,0.0,2018-05-14,53,1.8105,11.0,
0.0,5500000.0,2018-05-16,55,1.85,11.0,
87000000.0,0.0,2018-05-16,55,1.85,11.0,
0.0,21000000.0,2018-05-17,56,1.8849,12.0,
0.0,17400000.0,2018-05-17,56,1.8849,12.0,
0.0,10300000.0,2018-06-04,74,2.0172,17.0,
10300000.0,0.0,2018-06-04,74,2.0246,17.0,
10300000.0,0.0,2018-06-07,77,2.0349,17.0,
10300000.0,0.0,2018-06-07,77,2.0349,17.0,
12400000.0,0.0,2018-06-07,77,2.0349,17.0,
0.0,16500000.0,2018-06-11,81,2.0714,20.0,
0.0,11000000.0,2018-05-25,64,1.9436,15.0,
50000000.0,0.0,2018-05-29,68,1.9436,15.0,
0.0,20800000.0,2018-05-30,69,1.9842,15.0,
0.0,10400000.0,2018-05-31,70,1.9842,15.0,
0.0,11000000.0,2018-06-04,74,2.0172,17.0,
0.0,25000000.0,2018-06-04,74,2.0172,17.0,
0.0,100000000.0,2018-06-04,74,2.0172,17.0,
0.0,100000000.0,2018-06-05,75,2.0246,17.0,
0.0,10000000.0,2018-06-05,75,2.0246,17.0,
20800000.0,0.0,2018-06-12,82,2.0714,20.0,
8000000.0,0.0,2018-06-13,83,2.0888,20.0,
0.0,41600000.0,2018-06-18,88,2.145,24.0,
4500000.0,0.0,2018-06-19,89,2.1775,24.0,
11000000.0,0.0,2018-06-19,89,2.1775,24.0,
0.0,11000000.0,2018-06-20,90,2.2018,25.0,
0.0,51500000.0,2018-06-11,81,2.0714,20.0,
86500000.0,0.0,2018-06-18,88,2.1775,24.0,
30800000.0,0.0,2018-04-30,39,1.7669,10.0,
0.0,20600000.0,2018-05-09,48,1.7999,12.0,
27300000.0,0.0,2018-05-14,53,1.8105,11.0,
0.0,30900000.0,2018-05-14,53,1.8105,11.0,
22500000.0,0.0,2018-05-18,57,1.8849,12.0,
0.0,20600000.0,2018-06-01,71,2.0063,17.0,
54400000.0,0.0,2018-06-08,78,2.0473,19.0,
206200000.0,0.0,2018-06-11,81,2.0573,20.0,
0.0,30900000.0,2018-06-11,81,2.0714,20.0,
0.0,103000000.0,2018-06-18,88,2.145,24.0,
24600000.0,0.0,2018-04-23,32,1.7447,10.0,
20500000.0,0.0,2018-04-26,35,1.7525,10.0,
0.0,20500000.0,2018-04-27,36,1.7603,10.0,
0.0,20500000.0,2018-04-27,36,1.7603,10.0,
20500000.0,0.0,2018-04-30,39,1.7603,10.0,
0.0,204900000.0,2018-05-01,40,1.7734,12.0,
25000000.0,0.0,2018-04-27,36,1.7603,10.0,
0.0,33700000.0,2018-05-08,47,1.787,12.0,
11000000.0,0.0,2018-05-08,47,1.787,12.0,
0.0,102100000.0,2018-05-08,47,1.7907,12.0,
0.0,85700000.0,2018-05-08,47,1.7907,12.0,
116000000.0,0.0,2018-05-30,69,1.9842,15.0,
0.0,52700000.0,2018-05-11,50,1.8105,12.0,
0.0,33000000.0,2018-05-11,50,1.8105,12.0,
0.0,26000000.0,2018-05-11,50,1.8105,12.0,
31100000.0,0.0,2018-06-13,83,2.0888,20.0,
12400000.0,0.0,2018-06-14,84,2.1069,22.0,
0.0,18000000.0,2018-06-14,84,2.1069,22.0,
109400000.0,0.0,2018-06-14,84,2.1069,22.0,
31200000.0,0.0,2018-06-18,88,2.145,24.0,
0.0,10400000.0,2018-06-19,89,2.1775,24.0,
20800000.0,0.0,2018-04-23,32,1.7447,10.0,
0.0,20800000.0,2018-04-23,32,1.7447,10.0,
0.0,20800000.0,2018-04-24,33,1.7413,10.0,
0.0,20800000.0,2018-04-27,36,1.7603,10.0,
6300000.0,0.0,2018-04-30,39,1.7603,10.0,
20900000.0,0.0,2018-04-30,39,1.7723,12.0,
0.0,142900000.0,2018-04-30,39,1.7723,12.0,
50400000.0,0.0,2018-05-01,40,1.7734,12.0,
0.0,10400000.0,2018-05-01,40,1.7734,12.0,
0.0,25000000.0,2018-04-30,39,1.7603,10.0,
50800000.0,0.0,2018-05-01,40,1.7734,12.0,
0.0,2100000.0,2018-05-01,40,1.7734,12.0,
10400000.0,0.0,2018-05-02,41,1.7778,12.0,
0.0,20800000.0,2018-05-02,41,1.7778,12.0,
0.0,20900000.0,2018-05-03,42,1.787,12.0,
30600000.0,0.0,2018-04-23,32,1.7447,10.0,
0.0,52700000.0,2018-04-23,32,1.7447,10.0,
0.0,12300000.0,2018-04-26,35,1.7525,10.0,
0.0,8200000.0,2018-04-30,39,1.7603,10.0,
50000000.0,0.0,2018-05-06,45,0.905,2.0,
22800000.0,0.0,2018-05-16,55,1.85,11.0,
10200000.0,0.0,2018-05-21,60,1.8849,12.0,
0.0,10300000.0,2018-05-29,68,1.9563,15.0,
0.0,20500000.0,2018-06-04,74,2.0172,17.0,
0.0,14300000.0,2018-06-07,77,2.0349,17.0,
12300000.0,0.0,2018-06-08,78,2.0473,19.0,
34000000.0,0.0,2018-06-11,81,2.0573,20.0,
50000000.0,0.0,2018-05-03,42,1.787,12.0,
10400000.0,0.0,2018-06-04,74,2.0246,17.0,
0.0,20800000.0,2018-06-06,76,2.0252,17.0,
10400000.0,0.0,2018-06-06,76,2.0252,17.0,
0.0,20900000.0,2018-06-07,77,2.0349,17.0,
30000000.0,0.0,2018-06-07,77,2.0349,17.0,
10000000.0,0.0,2018-06-11,81,2.0573,20.0,
10000000.0,0.0,2018-06-11,81,2.0573,20.0,
0.0,104600000.0,2018-06-11,81,2.0714,20.0,
10400000.0,0.0,2018-06-11,81,2.0714,20.0,
3500000.0,0.0,2018-06-13,83,2.0888,20.0,
0.0,46500000.0,2018-06-13,83,2.0888,20.0,
29300000.0,0.0,2018-06-13,83,2.0888,20.0,
0.0,121500000.0,2018-06-13,83,2.0888,20.0,
0.0,47300000.0,2018-06-13,83,2.0888,20.0,
